,crop_path,painting_name,no_of_descriptors,no_of_matches,dist_median,dist_mean,dist_std,no_of_outliers,no_of_inliers,homography_norm,homography_det,directory,origin_painting,class,inliers_ratio,matches_ratio,inliers_to_descriptors_ratio,classification,set
7017,.\objects\paintings\ThePeasantDance\crops\person\ThePeasantDance6.jpg,ThePeasantDance,259,201.0,12.369317054748535,33.27687437024282,47.41830243212834,1.0,200.0,2341.7777482682022,0.9998163329041456,paintings,ThePeasantDance,identity,0.9950248756218906,0.7760617760617761,0.7722007722007722,1,train
7049,.\objects\paintings\ThePeasantDance\crops\person\ThePeasantDance8.jpg,ThePeasantDance,438,356.0,10.72380542755127,25.56103813648224,36.81205941505097,3.0,353.0,1482.771903502828,0.9997228300472072,paintings,ThePeasantDance,identity,0.9915730337078652,0.8127853881278538,0.8059360730593608,1,train
7082,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding.jpg,ThePeasantWedding,169,134.0,15.414934158325195,35.7015883762445,46.10364226217841,2.0,132.0,2719.278200919382,1.0002056990551549,paintings,ThePeasantWedding,identity,0.9850746268656716,0.7928994082840237,0.7810650887573964,1,train
7098,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding10.jpg,ThePeasantWedding,369,299.0,14.59451961517334,31.60974997900003,39.9411893278572,0.0,299.0,1315.1738289293637,0.9995703649150448,paintings,ThePeasantWedding,identity,1.0,0.8102981029810298,0.8102981029810298,1,train
7114,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding11.jpg,ThePeasantWedding,671,551.0,12.247448921203612,25.40934973965972,36.24315652070012,7.0,544.0,1010.7626603672444,1.0001546033076405,paintings,ThePeasantWedding,identity,0.9872958257713249,0.8211624441132638,0.8107302533532041,1,train
7130,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding12.jpg,ThePeasantWedding,465,381.0,12.961481094360352,28.087824215100508,37.737637628751294,5.0,376.0,1983.865820561872,1.0002011111195497,paintings,ThePeasantWedding,identity,0.9868766404199475,0.8193548387096774,0.8086021505376344,1,train
7146,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding13.jpg,ThePeasantWedding,291,236.0,14.983240604400637,31.462871092860983,42.46941586198697,1.0,235.0,607.9717941332766,1.002443171699824,paintings,ThePeasantWedding,identity,0.9957627118644068,0.8109965635738832,0.8075601374570447,1,train
7162,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding14.jpg,ThePeasantWedding,168,130.0,17.56723976135254,39.00696016091567,50.62573258731808,1.0,129.0,533.980914557229,0.9971249008846408,paintings,ThePeasantWedding,identity,0.9923076923076923,0.7738095238095238,0.7678571428571429,1,train
7178,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding15.jpg,ThePeasantWedding,74,46.0,22.237330436706543,49.048271096271016,54.548201472246646,1.0,45.0,2451.597055095989,0.999310870563628,paintings,ThePeasantWedding,identity,0.9782608695652174,0.6216216216216216,0.6081081081081081,1,train
7194,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding16.jpg,ThePeasantWedding,48,33.0,20.174240112304688,44.703876567609385,48.274339507230245,0.0,33.0,560.7687459413875,0.997156815118568,paintings,ThePeasantWedding,identity,1.0,0.6875,0.6875,1,train
7226,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding18.jpg,ThePeasantWedding,203,155.0,16.401220321655273,39.01772655210188,50.68368869229776,2.0,153.0,624.3650028929881,0.9989719382800684,paintings,ThePeasantWedding,identity,0.9870967741935484,0.7635467980295566,0.7536945812807881,1,train
7290,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding21.jpg,ThePeasantWedding,771,633.0,12.12435531616211,24.002390715748213,33.83806690409197,2.0,631.0,2620.848636187437,1.0000962434701024,paintings,ThePeasantWedding,identity,0.9968404423380727,0.8210116731517509,0.8184176394293126,1,train
7306,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding22.jpg,ThePeasantWedding,84,61.0,14.798648834228516,30.01008776367688,36.42420228658381,0.0,61.0,1256.0965496010344,0.99909500338873,paintings,ThePeasantWedding,identity,1.0,0.7261904761904762,0.7261904761904762,1,train
7322,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding23.jpg,ThePeasantWedding,489,398.0,12.429786682128906,28.880868815297458,39.16276347837108,4.0,394.0,1914.2330515103497,0.9996948749969774,paintings,ThePeasantWedding,identity,0.9899497487437185,0.8139059304703476,0.8057259713701431,1,train
7386,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding27.jpg,ThePeasantWedding,661,556.0,13.266445636749268,27.428696261464264,35.51035037166312,4.0,552.0,2798.671889371127,1.000634150715532,paintings,ThePeasantWedding,identity,0.9928057553956835,0.8411497730711044,0.8350983358547656,1,train
7402,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding28.jpg,ThePeasantWedding,474,361.0,14.03566837310791,25.18960688748188,32.903856294980976,0.0,361.0,1129.039832762658,0.9996093702474736,paintings,ThePeasantWedding,identity,1.0,0.7616033755274262,0.7616033755274262,1,train
7418,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding29.jpg,ThePeasantWedding,173,125.0,13.416407585144045,35.49415245628357,48.89299783872646,0.0,125.0,617.305415524859,0.9990302825378312,paintings,ThePeasantWedding,identity,1.0,0.7225433526011561,0.7225433526011561,1,train
7466,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding31.jpg,ThePeasantWedding,373,291.0,15.524174690246582,35.17341023949823,45.8382366562644,1.0,290.0,1428.1294147905792,1.000040797235825,paintings,ThePeasantWedding,identity,0.9965635738831615,0.7801608579088471,0.7774798927613941,1,train
7482,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding32.jpg,ThePeasantWedding,988,811.0,13.964240074157717,28.088537303498875,35.49199133901572,1.0,810.0,1316.6998615357525,1.0002954739864665,paintings,ThePeasantWedding,identity,0.998766954377312,0.8208502024291497,0.819838056680162,1,train
7498,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding33.jpg,ThePeasantWedding,232,173.0,15.099668502807615,34.01648158558531,44.93901195848752,1.0,172.0,1001.8996640709493,1.000775863008657,paintings,ThePeasantWedding,identity,0.9942196531791907,0.7456896551724138,0.7413793103448276,1,train
7514,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding34.jpg,ThePeasantWedding,492,385.0,12.206555366516112,28.571415996551515,42.38670298573077,2.0,383.0,2683.6336866063807,1.000155044737969,paintings,ThePeasantWedding,identity,0.9948051948051948,0.782520325203252,0.7784552845528455,1,train
7530,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding35.jpg,ThePeasantWedding,148,112.0,10.02344846725464,28.93985696349825,45.45310405936329,0.0,112.0,1954.3184793184,1.0007253890247252,paintings,ThePeasantWedding,identity,1.0,0.7567567567567568,0.7567567567567568,1,train
7546,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding36.jpg,ThePeasantWedding,158,117.0,16.911535263061523,36.82345097900456,47.04288967291827,0.0,117.0,2200.482503014382,0.9984354739392556,paintings,ThePeasantWedding,identity,1.0,0.740506329113924,0.740506329113924,1,train
7610,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding4.jpg,ThePeasantWedding,97,73.0,18.083141326904297,41.71235178921321,46.19610063012401,0.0,73.0,534.4282014845095,1.0000389686345483,paintings,ThePeasantWedding,identity,1.0,0.7525773195876289,0.7525773195876289,1,train
7626,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding40.jpg,ThePeasantWedding,235,179.0,17.17556381225586,34.53023230829719,40.91254436211637,2.0,177.0,1107.468490534009,1.0001688840204483,paintings,ThePeasantWedding,identity,0.9888268156424581,0.7617021276595745,0.7531914893617021,1,train
7674,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding43.jpg,ThePeasantWedding,1158,996.0,9.380831718444824,19.12539033442137,30.408853094500422,4.0,992.0,911.9824629580536,1.0000833047679272,paintings,ThePeasantWedding,identity,0.9959839357429718,0.8601036269430051,0.8566493955094991,1,train
7690,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding44.jpg,ThePeasantWedding,2588,2112.0,15.378547668457031,28.041133473994154,37.062693055436704,26.0,2086.0,1504.414815259796,0.9999695246714356,paintings,ThePeasantWedding,identity,0.9876893939393939,0.8160741885625966,0.8060278207109737,1,train
7722,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding46.jpg,ThePeasantWedding,836,652.0,18.574156761169437,30.52374243516864,33.176197020388024,2.0,650.0,1713.327784181866,1.0000681160981029,paintings,ThePeasantWedding,identity,0.9969325153374233,0.7799043062200957,0.777511961722488,1,train
7738,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding47.jpg,ThePeasantWedding,1043,848.0,11.726019859313965,26.582845107142656,36.646832273440246,6.0,842.0,2316.9778896135126,1.0001052857428436,paintings,ThePeasantWedding,identity,0.9929245283018868,0.8130393096836049,0.8072866730584851,1,train
7754,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding5.jpg,ThePeasantWedding,134,102.0,22.66637325286865,57.35423837456049,69.80351477838535,4.0,98.0,477.2931107945869,0.9982114256327956,paintings,ThePeasantWedding,identity,0.9607843137254902,0.7611940298507462,0.7313432835820896,1,train
7770,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding6.jpg,ThePeasantWedding,706,579.0,16.6433162689209,30.790540348062866,38.63459212082712,4.0,575.0,1171.2523714225963,1.0000392757596406,paintings,ThePeasantWedding,identity,0.9930915371329879,0.8201133144475921,0.8144475920679887,1,train
7802,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding8.jpg,ThePeasantWedding,165,132.0,12.75697422027588,35.5740073648366,44.76230758170226,0.0,132.0,691.4446450046701,1.0064507546706547,paintings,ThePeasantWedding,identity,1.0,0.8,0.8,1,train
7867,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary100.jpg,TheProcessionToCalvary,261,195.0,16.124515533447266,32.87939285865197,45.56254595195571,3.0,192.0,1646.1341016253016,1.000608157563601,paintings,TheProcessionToCalvary,identity,0.9846153846153847,0.7471264367816092,0.735632183908046,1,train
7899,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary102.jpg,TheProcessionToCalvary,191,145.0,15.066518783569336,34.70158842432088,46.76079752874984,1.0,144.0,2070.1961380496696,0.9996629023750344,paintings,TheProcessionToCalvary,identity,0.993103448275862,0.7591623036649214,0.7539267015706806,1,train
7931,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary104.jpg,TheProcessionToCalvary,121,90.0,16.71792507171631,34.07547483444214,47.38630611282209,0.0,90.0,2320.3000527712825,0.9995545928363724,paintings,TheProcessionToCalvary,identity,1.0,0.743801652892562,0.743801652892562,1,train
7979,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary107.jpg,TheProcessionToCalvary,179,154.0,14.071202278137209,31.660222317491257,40.46066460149043,2.0,152.0,3174.085227495331,0.99933071474195,paintings,TheProcessionToCalvary,identity,0.987012987012987,0.8603351955307262,0.8491620111731844,1,train
7995,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary108.jpg,TheProcessionToCalvary,292,233.0,14.832396507263184,34.87086772611725,44.271075913895125,1.0,232.0,2977.912125283357,1.002568621949536,paintings,TheProcessionToCalvary,identity,0.9957081545064378,0.797945205479452,0.7945205479452054,1,train
8027,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary11.jpg,TheProcessionToCalvary,62,48.0,18.326322555541992,39.85304006934166,44.84633266939392,0.0,48.0,895.2995218054718,0.998494108025206,paintings,TheProcessionToCalvary,identity,1.0,0.7741935483870968,0.7741935483870968,1,train
8043,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary12.jpg,TheProcessionToCalvary,214,181.0,13.03840446472168,31.264253946299053,45.54142707317798,0.0,181.0,2244.252174918164,0.9997051748643636,paintings,TheProcessionToCalvary,identity,1.0,0.8457943925233645,0.8457943925233645,1,train
8059,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary13.jpg,TheProcessionToCalvary,153,115.0,14.106736183166504,40.73901388334191,58.87933622866997,0.0,115.0,3066.578068928008,1.0012355554599102,paintings,TheProcessionToCalvary,identity,1.0,0.7516339869281046,0.7516339869281046,1,train
8091,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary15.jpg,TheProcessionToCalvary,106,72.0,17.790307998657227,41.243436581558655,45.92271359438981,1.0,71.0,2080.515101230588,1.0007931723266843,paintings,TheProcessionToCalvary,identity,0.9861111111111112,0.6792452830188679,0.6698113207547169,1,train
8107,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary16.jpg,TheProcessionToCalvary,158,126.0,14.605371952056885,40.74422533739181,58.2491509583611,2.0,124.0,3067.5835326369115,0.999756084708954,paintings,TheProcessionToCalvary,identity,0.9841269841269841,0.7974683544303798,0.7848101265822784,1,train
8123,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary17.jpg,TheProcessionToCalvary,124,96.0,10.074689865112305,24.48165101185441,37.4019948012421,1.0,95.0,1748.0530567726885,0.9992777612282444,paintings,TheProcessionToCalvary,identity,0.9895833333333334,0.7741935483870968,0.7661290322580645,1,train
8139,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary18.jpg,TheProcessionToCalvary,197,152.0,15.731161117553713,31.355154998992617,37.62722632599409,1.0,151.0,1976.725884486597,1.0013893810177803,paintings,TheProcessionToCalvary,identity,0.993421052631579,0.7715736040609137,0.766497461928934,1,train
8171,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary2.jpg,TheProcessionToCalvary,133,99.0,17.83255386352539,37.10106262775383,45.82912997696941,0.0,99.0,2793.2936929617945,0.9996420116159238,paintings,TheProcessionToCalvary,identity,1.0,0.7443609022556391,0.7443609022556391,1,train
8187,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary20.jpg,TheProcessionToCalvary,240,196.0,16.73253345489502,39.14411836984206,47.88510086879768,0.0,196.0,1927.7486602840715,1.0003542306796562,paintings,TheProcessionToCalvary,identity,1.0,0.8166666666666667,0.8166666666666667,1,train
8235,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary23.jpg,TheProcessionToCalvary,71,58.0,15.053034782409668,39.747742837873,45.04131849741724,0.0,58.0,1340.6037533096403,0.9940564001827512,paintings,TheProcessionToCalvary,identity,1.0,0.8169014084507042,0.8169014084507042,1,train
8283,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary26.jpg,TheProcessionToCalvary,93,79.0,25.495098114013672,52.3577986518039,61.850493854420336,2.0,77.0,961.229951159143,0.9997152279296996,paintings,TheProcessionToCalvary,identity,0.9746835443037974,0.8494623655913979,0.8279569892473119,1,train
8315,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary28.jpg,TheProcessionToCalvary,68,45.0,25.961509704589844,54.05792951054043,59.03677073888848,0.0,45.0,1047.841240285472,0.9995632269952928,paintings,TheProcessionToCalvary,identity,1.0,0.6617647058823529,0.6617647058823529,1,train
8331,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary29.jpg,TheProcessionToCalvary,132,82.0,19.83593368530273,43.85217311033389,49.815382385861525,0.0,82.0,2926.1556367382545,0.999233252939484,paintings,TheProcessionToCalvary,identity,1.0,0.6212121212121212,0.6212121212121212,1,train
8347,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary3.jpg,TheProcessionToCalvary,96,71.0,17.57839584350586,46.75598479660464,55.88977192836854,0.0,71.0,1111.4317231119555,0.9981866287693792,paintings,TheProcessionToCalvary,identity,1.0,0.7395833333333334,0.7395833333333334,1,train
8363,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary30.jpg,TheProcessionToCalvary,278,211.0,15.23154640197754,33.67959965574798,43.63682724015475,2.0,209.0,2162.6981133813697,1.0005766123397908,paintings,TheProcessionToCalvary,identity,0.990521327014218,0.7589928057553957,0.7517985611510791,1,train
8379,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary31.jpg,TheProcessionToCalvary,257,209.0,12.569805145263672,26.270052644054285,34.152193963511216,0.0,209.0,2431.4074991210337,1.0004331349726563,paintings,TheProcessionToCalvary,identity,1.0,0.8132295719844358,0.8132295719844358,1,train
8395,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary32.jpg,TheProcessionToCalvary,379,283.0,14.177447319030762,29.54038569110021,38.76715235884525,1.0,282.0,1886.1404901700464,0.9997175805508676,paintings,TheProcessionToCalvary,identity,0.9964664310954063,0.7467018469656992,0.7440633245382586,1,train
8459,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary36.jpg,TheProcessionToCalvary,254,191.0,16.733200073242188,41.527292661017775,53.03374565188965,0.0,191.0,2370.6466980290847,0.9999688002676334,paintings,TheProcessionToCalvary,identity,1.0,0.7519685039370079,0.7519685039370079,1,train
8475,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary37.jpg,TheProcessionToCalvary,238,193.0,11.0,31.11112815234328,42.043516123984496,1.0,192.0,2268.418149872791,0.9998822251581774,paintings,TheProcessionToCalvary,identity,0.9948186528497409,0.8109243697478992,0.8067226890756303,1,train
8571,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary42.jpg,TheProcessionToCalvary,115,81.0,16.6433162689209,35.18210365448469,45.29202733219789,0.0,81.0,2196.335432621235,0.9987883464471818,paintings,TheProcessionToCalvary,identity,1.0,0.7043478260869566,0.7043478260869566,1,train
8587,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary43.jpg,TheProcessionToCalvary,188,140.0,17.173095703125,35.71263793877193,46.43252008144693,3.0,137.0,1762.594384718415,0.9992318376394396,paintings,TheProcessionToCalvary,identity,0.9785714285714285,0.7446808510638298,0.7287234042553191,1,train
8603,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary44.jpg,TheProcessionToCalvary,136,106.0,17.535625457763672,40.77900550950248,49.91565672401971,0.0,106.0,3008.608653072984,1.0030462555913964,paintings,TheProcessionToCalvary,identity,1.0,0.7794117647058824,0.7794117647058824,1,train
8619,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary45.jpg,TheProcessionToCalvary,136,98.0,11.726019859313965,35.63643153832884,48.05581224440586,0.0,98.0,1569.2233154944315,1.0010943039620894,paintings,TheProcessionToCalvary,identity,1.0,0.7205882352941176,0.7205882352941176,1,train
8635,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary46.jpg,TheProcessionToCalvary,118,91.0,23.25940704345703,49.08102170713655,58.880569712906414,1.0,90.0,2079.5812281494022,1.0001761786800865,paintings,TheProcessionToCalvary,identity,0.989010989010989,0.7711864406779662,0.7627118644067796,1,train
8667,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary48.jpg,TheProcessionToCalvary,196,144.0,12.56955337524414,27.3466921672225,33.65860249955328,1.0,143.0,2726.4247623229166,0.999838753078735,paintings,TheProcessionToCalvary,identity,0.9930555555555556,0.7346938775510204,0.7295918367346939,1,train
8683,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary49.jpg,TheProcessionToCalvary,176,132.0,14.088901996612549,34.98487914872892,45.54008355542018,0.0,132.0,2940.1038292412163,1.000309448285879,paintings,TheProcessionToCalvary,identity,1.0,0.75,0.75,1,train
8699,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary5.jpg,TheProcessionToCalvary,195,146.0,15.033259391784668,41.42780536004942,55.23775404147368,1.0,145.0,1472.8546360493035,1.0009106729912685,paintings,TheProcessionToCalvary,identity,0.9931506849315068,0.7487179487179487,0.7435897435897436,1,train
8715,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary50.jpg,TheProcessionToCalvary,197,140.0,14.056673049926758,35.65215025118419,46.07272084032918,1.0,139.0,2108.848272299326,1.0005010057181285,paintings,TheProcessionToCalvary,identity,0.9928571428571429,0.7106598984771574,0.7055837563451777,1,train
8763,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary53.jpg,TheProcessionToCalvary,231,176.0,13.747679233551024,36.66392792761326,48.954938433238176,2.0,174.0,2174.9346552754387,1.0012411173321587,paintings,TheProcessionToCalvary,identity,0.9886363636363636,0.7619047619047619,0.7532467532467533,1,train
8779,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary54.jpg,TheProcessionToCalvary,120,87.0,13.601470947265623,33.9623050991146,42.31299344102031,0.0,87.0,2839.135158382847,0.9954670423181652,paintings,TheProcessionToCalvary,identity,1.0,0.725,0.725,1,train
8811,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary56.jpg,TheProcessionToCalvary,86,66.0,15.935863971710203,35.11292258537177,51.157874563187214,0.0,66.0,1421.50971615713,0.9986541819345298,paintings,TheProcessionToCalvary,identity,1.0,0.7674418604651163,0.7674418604651163,1,train
8843,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary58.jpg,TheProcessionToCalvary,103,80.0,10.839717388153076,30.84635810554028,47.754211383437166,1.0,79.0,938.6389422694148,1.000881218253728,paintings,TheProcessionToCalvary,identity,0.9875,0.7766990291262136,0.7669902912621359,1,train
8875,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary6.jpg,TheProcessionToCalvary,114,91.0,16.0,33.48150848556351,41.67969970370987,1.0,90.0,1459.7330526129213,1.0008810844563398,paintings,TheProcessionToCalvary,identity,0.989010989010989,0.7982456140350878,0.7894736842105263,1,train
8907,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary61.jpg,TheProcessionToCalvary,258,204.0,15.794926643371582,34.597438213871975,45.88052011183022,3.0,201.0,2851.6985695438266,1.0015526279956877,paintings,TheProcessionToCalvary,identity,0.9852941176470589,0.7906976744186046,0.7790697674418605,1,train
8923,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary62.jpg,TheProcessionToCalvary,245,187.0,16.309507369995117,32.87026536018453,44.18138530207196,2.0,185.0,1826.4892674529,0.9999763075775774,paintings,TheProcessionToCalvary,identity,0.9893048128342246,0.763265306122449,0.7551020408163265,1,train
8939,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary63.jpg,TheProcessionToCalvary,659,501.0,14.696938514709473,31.355397158754087,40.4035373401193,2.0,499.0,2675.6910153782114,1.0002133154075332,paintings,TheProcessionToCalvary,identity,0.9960079840319361,0.7602427921092565,0.7572078907435509,1,train
8971,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary65.jpg,TheProcessionToCalvary,111,76.0,19.51880168914795,44.98605645330328,57.6946777865404,0.0,76.0,1421.4092377457075,1.000470595162074,paintings,TheProcessionToCalvary,identity,1.0,0.6846846846846847,0.6846846846846847,1,train
9035,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary69.jpg,TheProcessionToCalvary,120,87.0,14.491376876831056,37.97368756930033,47.29060546434275,0.0,87.0,2452.698572587341,1.0002169803701155,paintings,TheProcessionToCalvary,identity,1.0,0.725,0.725,1,train
9067,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary70.jpg,TheProcessionToCalvary,101,62.0,22.094501495361328,52.08180549836928,60.33777162966469,1.0,61.0,2742.706958532415,0.9999242878506064,paintings,TheProcessionToCalvary,identity,0.9838709677419355,0.6138613861386139,0.6039603960396039,1,train
9083,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary71.jpg,TheProcessionToCalvary,268,213.0,17.972200393676758,41.54812755271303,51.430220968134726,3.0,210.0,1139.5202456265192,1.0012166972824583,paintings,TheProcessionToCalvary,identity,0.9859154929577465,0.7947761194029851,0.7835820895522388,1,train
9131,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary74.jpg,TheProcessionToCalvary,106,89.0,11.48912525177002,26.02913127588422,42.74041108760568,0.0,89.0,2007.2361605081448,1.0029045217818016,paintings,TheProcessionToCalvary,identity,1.0,0.839622641509434,0.839622641509434,1,train
9179,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary77.jpg,TheProcessionToCalvary,144,111.0,16.703292846679688,39.93802144505956,50.620647753911605,0.0,111.0,2115.052395831941,0.9989797301075448,paintings,TheProcessionToCalvary,identity,1.0,0.7708333333333334,0.7708333333333334,1,train
9195,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary78.jpg,TheProcessionToCalvary,121,75.0,11.61894989013672,32.59128451665242,47.71004312433738,0.0,75.0,2629.847398940678,1.0000541920197468,paintings,TheProcessionToCalvary,identity,1.0,0.6198347107438017,0.6198347107438017,1,train
9227,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary8.jpg,TheProcessionToCalvary,113,96.0,14.071067810058594,39.18376058836778,48.27026281933682,0.0,96.0,1705.1552101261534,0.9999366284196116,paintings,TheProcessionToCalvary,identity,1.0,0.8495575221238938,0.8495575221238938,1,train
9243,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary80.jpg,TheProcessionToCalvary,228,170.0,15.3457932472229,33.40024748129003,46.167022758467446,2.0,168.0,2898.6168129225093,1.0025941470421105,paintings,TheProcessionToCalvary,identity,0.9882352941176471,0.7456140350877193,0.7368421052631579,1,train
9259,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary81.jpg,TheProcessionToCalvary,129,87.0,21.67948341369629,45.91381207279776,54.60466059577864,0.0,87.0,1974.5513299897168,0.9994781714835866,paintings,TheProcessionToCalvary,identity,1.0,0.6744186046511628,0.6744186046511628,1,train
9323,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary85.jpg,TheProcessionToCalvary,102,76.0,15.34406280517578,45.06064998476129,59.54795419542709,1.0,75.0,1562.457106744648,0.9996058314371116,paintings,TheProcessionToCalvary,identity,0.9868421052631579,0.7450980392156863,0.7352941176470589,1,train
9339,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary86.jpg,TheProcessionToCalvary,107,75.0,16.733200073242188,42.552187302907306,47.891174947262805,0.0,75.0,1188.3320356785582,0.9997681780326632,paintings,TheProcessionToCalvary,identity,1.0,0.7009345794392523,0.7009345794392523,1,train
9371,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary88.jpg,TheProcessionToCalvary,100,76.0,23.82225608825684,49.07337630422492,58.60012566999092,1.0,75.0,1036.664938427318,1.00021003981712,paintings,TheProcessionToCalvary,identity,0.9868421052631579,0.76,0.75,1,train
9387,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary89.jpg,TheProcessionToCalvary,330,268.0,12.903357028961182,31.649135665217443,42.98915315609791,0.0,268.0,2665.7880585593966,1.001893915888265,paintings,TheProcessionToCalvary,identity,1.0,0.8121212121212121,0.8121212121212121,1,train
9419,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary90.jpg,TheProcessionToCalvary,169,123.0,12.569805145263672,31.69512470369417,37.56009206468244,0.0,123.0,2239.8393195844187,1.0008525868853917,paintings,TheProcessionToCalvary,identity,1.0,0.727810650887574,0.727810650887574,1,train
